time_total,time_GTT,H1_G_opt,H1_G_min,H1_G_max,H2_G_opt,H2_G_min,H2_G_max,Glycemic_level
291.2,,,9.123229878,9.45851067,,9.682289604,9.896102638,
291.21,,,9.120588838,9.456710892,,9.681088491,9.895502497,
291.22,,,9.117949881,9.454912153,,9.679887884,9.894902493,
291.23,,,9.115313004,9.453114451,,9.678687782,9.894302625,
291.24,,,9.112678206,9.451317786,,9.677488186,9.893702894,
291.25,,,9.110045483,9.449522156,,9.676289095,9.8931033,
291.26,,,9.107414834,9.447727562,,9.675090509,9.892503841,
291.27,,,9.104786256,9.445934002,,9.673892427,9.891904519,
291.28,,,9.102159747,9.444141475,,9.67269485,9.891305334,
291.29,,,9.099535305,9.44234998,,9.671497776,9.890706284,
291.3,,,9.096912927,9.440559517,,9.670301206,9.89010737,
291.31,,,9.094292612,9.438770085,,9.669105138,9.889508593,
291.32,,,9.091674358,9.436981683,,9.667909574,9.888909951,
291.33,,,9.089058161,9.43519431,,9.666714512,9.888311445,
291.34,,,9.08644402,9.433407965,,9.665519952,9.887713075,
291.35,,,9.083831933,9.431622647,,9.664325893,9.88711484,
291.36,,,9.081221897,9.429838356,,9.663132337,9.886516741,
291.37,,,9.07861391,9.42805509,,9.661939281,9.885918777,
291.38,,,9.07600797,9.426272849,,9.660746726,9.885320949,
291.39,,,9.073404075,9.424491632,,9.659554671,9.884723256,
291.4,,,9.070802223,9.422711439,,9.658363117,9.884125698,
291.41,,,9.068202412,9.420932267,,9.657172063,9.883528275,
291.42,,,9.065604638,9.419154117,,9.655981508,9.882930988,
291.43,,,9.063008901,9.417376988,,9.654791452,9.882333835,
291.44,,,9.060415198,9.415600878,,9.653601894,9.881736817,
291.45,,,9.057823527,9.413825788,,9.652412836,9.881139935,
291.46,,,9.055233885,9.412051715,,9.651224275,9.880543186,
291.47,,,9.052646271,9.41027866,,9.650036213,9.879946573,
291.48,,,9.050060682,9.408506621,,9.648848648,9.879350094,
291.49,,,9.047477117,9.406735598,,9.64766158,9.878753749,
291.5,,,9.044895573,9.404965589,,9.646475009,9.878157539,
291.51,,,9.042316047,9.403196595,,9.645288934,9.877561464,
291.52,,,9.039738539,9.401428614,,9.644103356,9.876965522,
291.53,,,9.037163045,9.399661645,,9.642918274,9.876369715,
291.54,,,9.034589564,9.397895687,,9.641733687,9.875774042,
291.55,,,9.032018093,9.39613074,,9.640549595,9.875178503,
291.56,,,9.02944863,9.394366803,,9.639365999,9.874583098,
291.57,,,9.026881174,9.392603876,,9.638182897,9.873987826,
291.58,,,9.024315722,9.390841956,,9.637000289,9.873392689,
291.59,,,9.021752272,9.389081044,,9.635818176,9.872797685,
291.6,,,9.019190821,9.387321138,,9.634636556,9.872202815,
291.61,,,9.016631369,9.385562238,,9.633455429,9.871608078,
291.62,,,9.014073912,9.383804343,,9.632274795,9.871013475,
291.63,,,9.011518449,9.382047452,,9.631094654,9.870419005,
291.64,,,9.008964977,9.380291565,,9.629915006,9.869824668,
291.65,,,9.006413495,9.37853668,,9.628735849,9.869230465,
291.66,,,9.003864,9.376782797,,9.627557185,9.868636395,
291.67,,,9.00131649,9.375029915,,9.626379011,9.868042458,
291.68,,,8.998770964,9.373278033,,9.625201329,9.867448654,
291.69,,,8.996227418,9.37152715,,9.624024138,9.866854982,
291.7,,,8.993685852,9.369777265,,9.622847437,9.866261444,
291.71,,,8.991146262,9.368028379,,9.621671226,9.865668038,
291.72,,,8.988608648,9.366280489,,9.620495505,9.865074766,
291.73,,,8.986073006,9.364533596,,9.619320274,9.864481625,
291.74,,,8.983539335,9.362787697,,9.618145532,9.863888618,
291.75,,,8.981007633,9.361042793,,9.616971279,9.863295742,
291.76,,,8.978477897,9.359298883,,9.615797515,9.862702999,
291.77,,,8.975950126,9.357555966,,9.614624238,9.862110389,
291.78,,,8.973424318,9.355814041,,9.61345145,9.86151791,
291.79,,,8.97090047,9.354073107,,9.61227915,9.860925564,
291.8,,,8.968378581,9.352333164,,9.611107336,9.86033335,
291.81,,,8.965858648,9.350594211,,9.60993601,9.859741268,
291.82,,,8.963340669,9.348856246,,9.608765171,9.859149317,
291.83,,,8.960824643,9.34711927,,9.607594818,9.858557499,
291.84,,,8.958310567,9.345383281,,9.606424951,9.857965812,
291.85,,,8.95579844,9.343648278,,9.60525557,9.857374257,
291.86,,,8.953288259,9.341914262,,9.604086675,9.856782834,
291.87,,,8.950780022,9.34018123,,9.602918264,9.856191542,
291.88,,,8.948273728,9.338449182,,9.601750339,9.855600382,
291.89,,,8.945769373,9.336718118,,9.600582898,9.855009352,
291.9,,,8.943266957,9.334988037,,9.599415941,9.854418455,
291.91,,,8.940766478,9.333258938,,9.598249469,9.853827688,
291.92,,,8.938267932,9.331530819,,9.59708348,9.853237053,
291.93,,,8.935771319,9.329803681,,9.595917974,9.852646549,
291.94,,,8.933276636,9.328077522,,9.594752951,9.852056175,
291.95,,,8.930783881,9.326352343,,9.593588412,9.851465933,
291.96,,,8.928293053,9.324628141,,9.592424354,9.850875821,
291.97,,,8.925804148,9.322904916,,9.591260779,9.850285841,
291.98,,,8.923317166,9.321182668,,9.590097685,9.84969599,
291.99,,,8.920832105,9.319461395,,9.588935073,9.849106271,
292,,,8.918348961,9.317741097,,9.587772942,9.848516682,
292.01,,,8.915867734,9.316021774,,9.586611292,9.847927224,
292.02,,,8.913388422,9.314303423,,9.585450123,9.847337896,
292.03,,,8.910911022,9.312586046,,9.584289434,9.846748698,
292.04,,,8.908435532,9.31086964,,9.583129225,9.84615963,
292.05,,,8.90596195,9.309154205,,9.581969496,9.845570693,
292.06,,,8.903490276,9.30743974,,9.580810246,9.844981886,
292.07,,,8.901020505,9.305726245,,9.579651475,9.844393209,
292.08,,,8.898552638,9.304013718,,9.578493183,9.843804661,
292.09,,,8.89608667,9.302302159,,9.577335369,9.843216244,
292.1,,,8.893622602,9.300591568,,9.576178033,9.842627956,
292.11,,,8.89116043,9.298881943,,9.575021176,9.842039798,
