time_total,Glucose_max,Glucose_min,Glucose_opt,Insulin_max,Insulin_min,Insulin_opt
3.13,5.458966282,5.343485294,0.481331323,0.547449026,0.229904795,0.481331323
3.14,5.458771326,5.342927188,0.482584075,0.548785436,0.23053182,0.482584075
3.15,5.458575989,5.342368755,0.483835111,0.550119492,0.231158186,0.483835111
3.16,5.458380272,5.341809996,0.485084432,0.551451197,0.231783892,0.485084432
3.17,5.458184174,5.341250911,0.48633204,0.552780554,0.232408941,0.48633204
3.18,5.457987697,5.340691501,0.487577938,0.554107568,0.233033332,0.487577938
3.19,5.457790841,5.340131767,0.488822126,0.555432242,0.233657066,0.488822126
3.2,5.457593607,5.33957171,0.490064606,0.556754579,0.234280144,0.490064606
3.21,5.457395994,5.339011329,0.49130538,0.558074583,0.234902565,0.49130538
3.22,5.457198003,5.338450625,0.49254445,0.559392257,0.235524331,0.49254445
3.23,5.456999635,5.3378896,0.493781817,0.560707606,0.236145442,0.493781817
3.24,5.456800889,5.337328254,0.495017483,0.562020631,0.236765899,0.495017483
3.25,5.456601768,5.336766586,0.496251451,0.563331338,0.237385701,0.496251451
3.26,5.45640227,5.336204599,0.497483721,0.564639729,0.238004851,0.497483721
3.27,5.456202396,5.335642292,0.498714295,0.565945808,0.238623348,0.498714295
3.28,5.456002147,5.335079666,0.499943176,0.567249579,0.239241192,0.499943176
3.29,5.455801524,5.334516722,0.501170364,0.568551045,0.239858385,0.501170364
3.3,5.455600526,5.33395346,0.502395861,0.569850209,0.240474927,0.502395861
3.31,5.455399154,5.333389882,0.50361967,0.571147075,0.241090818,0.50361967
3.32,5.455197409,5.332825986,0.504841792,0.572441646,0.241706059,0.504841792
3.33,5.45499529,5.332261775,0.506062228,0.573733927,0.242320651,0.506062228
3.34,5.454792799,5.331697248,0.507280981,0.57502392,0.242934594,0.507280981
3.35,5.454589936,5.331132407,0.508498051,0.576311629,0.243547888,0.508498051
3.36,5.454386701,5.330567251,0.509713442,0.577597057,0.244160534,0.509713442
3.37,5.454183094,5.330001782,0.510927154,0.578880208,0.244772534,0.510927154
3.38,5.453979117,5.329436,0.512139189,0.580161085,0.245383886,0.512139189
3.39,5.453774769,5.328869906,0.513349549,0.581439692,0.245994592,0.513349549
3.4,5.453570051,5.328303499,0.514558235,0.582716033,0.246604652,0.514558235
3.41,5.453364964,5.327736782,0.51576525,0.58399011,0.247214068,0.51576525
3.42,5.453159507,5.327169754,0.516970595,0.585261927,0.247822838,0.516970595
3.43,5.452953682,5.326602416,0.518174272,0.586531488,0.248430965,0.518174272
