Gmeasured_max_11mM,Gmeasured_min_11mM,Gmeasured_opt_11mM,Imeasured_max_11mM,Imeasured_min_11mM,Imeasured_opt_11mM,time,Gmeasured_max_5p5mM,Gmeasured_min_5p5mM,Gmeasured_opt_5p5mM,Imeasured_max_5p5mM,Imeasured_min_5p5mM,Imeasured_opt_5p5mM,Gmeasured_max_11mM_lowHC,Gmeasured_min_11mM_lowHC,Gmeasured_opt_11mM_lowHC,Gmeasured_max_5p5mM_lowHC,Gmeasured_min_5p5mM_lowHC,Gmeasured_opt_5p5mM_lowHC,Imeasured_max_11mM_lowHC,Imeasured_min_11mM_lowHC,Imeasured_opt_11mM_lowHC,Imeasured_max_5p5mM_lowHC,Imeasured_min_5p5mM_lowHC,Imeasured_opt_5p5mM_lowHC
10.96322935,8.753184019,10.53038223,520.1840676,363.7078512,365.0732392,228.75,5.483132348,4.401266961,5.261831814,250.8844207,201.6022817,231.1869424,9.937446352,7.600921184,9.554706572,5.04586386,4.024902234,4.693847377,3273.643063,2076.667074,1630.02099,1558.736285,1010.443788,753.0157257
10.96317685,8.750372271,10.52974525,520.3366592,363.8385153,365.1936849,228.8,5.483108704,4.399903396,5.261506917,250.9246424,201.6759727,231.2604579,9.935636435,7.596062864,9.552135332,5.044983337,4.022857686,4.692414957,3275.70619,2077.085829,1630.816584,1559.615853,1010.623407,753.2766087
10.96312436,8.747561391,10.52910831,520.4884329,363.9686258,365.3135722,228.85,5.48308506,4.398540246,5.261182042,250.9645,201.7493259,231.3336152,9.933826311,7.591206287,9.549563911,5.044102716,4.020813789,4.69098255,3277.764154,2077.501729,1631.609791,1560.492852,1010.801643,753.536208
10.96307186,8.744751376,10.52847141,520.6393908,364.0981839,365.4329025,228.9,5.483061417,4.397177513,5.260857189,251.0039945,201.8223418,231.4064153,9.932015981,7.586351459,9.546992313,5.043222,4.018770545,4.689550158,3279.816958,2077.914782,1632.400615,1561.367285,1010.978499,753.7945259
10.96301938,8.74194223,10.52783456,520.7895345,364.2271909,365.5516771,228.95,5.483037776,4.395815195,5.260532358,251.043127,201.8950212,231.4788589,9.930205447,7.581498384,9.544420541,5.042341191,4.016727956,4.688117784,3281.864607,2078.324995,1633.18906,1562.239156,1011.153979,754.0515649
10.96296689,8.73913395,10.52719775,520.9388661,364.355648,365.6698971,229,5.483014135,4.394453293,5.26020755,251.0818985,201.9673646,231.5509468,9.928394711,7.576647068,9.541848601,5.041460289,4.014686024,4.686685431,3283.907107,2078.732378,1633.975131,1563.108467,1011.328089,754.3073274
10.96291441,8.736326538,10.52656099,521.0873872,364.4835563,365.7875639,229.05,5.482990495,4.393091808,5.259882764,251.1203101,202.0393727,231.6226798,9.926583775,7.571797516,9.539276494,5.040579295,4.012644749,4.685253099,3285.944463,2079.136938,1634.758831,1563.975221,1011.500832,754.5618161
10.96286193,8.733519994,10.52592427,521.2350998,364.610917,365.9046786,229.1,5.482966855,4.391730739,5.259558001,251.1583627,202.1110461,231.6940587,9.924772641,7.566949734,9.536704224,5.039698212,4.010604135,4.683820792,3287.976679,2079.538682,1635.540166,1564.839421,1011.672211,754.8150333
10.96280946,8.730714318,10.52528759,521.3820057,364.7377312,366.0212425,229.15,5.482943217,4.390370086,5.25923326,251.1960576,202.1823855,231.7650843,9.922961311,7.562103726,9.534131795,5.038817041,4.008564181,4.682388511,3290.003761,2079.937621,1636.319138,1565.701072,1011.842232,755.0669815
10.96275699,8.72790951,10.52465096,521.5281067,364.8640003,366.1372568,229.2,5.482919579,4.389009849,5.258908541,251.2333957,202.2533913,231.8357574,9.921149786,7.557259498,9.531559211,5.037935782,4.006524891,4.68095626,3292.025713,2080.33376,1637.095754,1566.560175,1012.010899,755.3176631
10.96270452,8.725105571,10.52401437,521.6734046,364.9897253,366.2527227,229.25,5.482895943,4.387650029,5.258583845,251.270378,202.3240643,231.9060787,9.919338069,7.552417054,9.528986474,5.037054438,4.004486266,4.679524039,3294.04254,2080.72711,1637.870015,1567.416733,1012.178215,755.5670807
10.96265205,8.722302501,10.52337783,521.8179014,365.1149075,366.3676416,229.3,5.482872307,4.386290625,5.258259172,251.3070056,202.3944052,231.9760491,9.917526162,7.547576401,9.526413589,5.036173009,4.002448307,4.678091852,3296.054247,2081.117677,1638.641928,1568.270751,1012.344185,755.8152367
10.96259959,8.7195003,10.52274134,521.9615987,365.239548,366.4820145,229.35,5.482848672,4.384931637,5.257934521,251.3432796,202.4644144,232.0456694,9.915714066,7.542737543,9.523840559,5.035291497,4.000411016,4.676659701,3298.060839,2081.505469,1639.411495,1569.12223,1012.508812,756.0621335
10.96254713,8.716698969,10.52210488,522.1044984,365.3636479,366.5958428,229.4,5.482825038,4.383573066,5.257609893,251.3792009,202.5340926,232.1149402,9.913901783,7.537900486,9.521267387,5.034409904,3.998374395,4.675227588,3300.062321,2081.890495,1640.178722,1569.971175,1012.672101,756.3077736
10.96249468,8.713898507,10.52146848,522.2466024,365.4872085,366.7091277,229.45,5.482801405,4.382214911,5.257285288,251.4147706,202.6034405,232.1838626,9.912089315,7.533065234,9.518694077,5.03352823,3.996338446,4.673795514,3302.058698,2082.272763,1640.943612,1570.817587,1012.834056,756.5521594
10.96244222,8.711098915,10.52083212,522.3879124,365.6102309,366.8218703,229.5,5.482777773,4.380857173,5.256960706,251.4499898,202.6724586,232.2524371,9.910276665,7.528231793,9.516120633,5.032646477,3.994303169,4.672363483,3304.049974,2082.65228,1641.706169,1571.661471,1012.994681,756.7952934
10.96238978,8.708300193,10.5201958,522.5284302,365.7327162,366.9340719,229.55,5.482754142,4.379499852,5.256636146,251.4848594,202.7411476,232.3206646,9.908463833,7.523400167,9.513547057,5.031764647,3.992268567,4.670931497,3306.036156,2083.029054,1642.466399,1572.502829,1013.15398,757.037178
10.96233733,8.705502342,10.51955953,522.6681576,365.8546657,367.0457337,229.6,5.482730512,4.378142947,5.25631161,251.5193805,202.809508,232.3885459,9.906650822,7.518570362,9.510973353,5.03088274,3.990234641,4.669499557,3308.017246,2083.403094,1643.224304,1573.341664,1013.311957,757.2778157
10.96228489,8.702705361,10.5189233,522.8070965,365.9760805,367.1568569,229.65,5.482706882,4.376786459,5.255987096,251.5535541,202.8775406,232.4560817,9.904837634,7.513742383,9.508399524,5.030000759,3.988201393,4.668067667,3309.993251,2083.774407,1643.979889,1574.177979,1013.468616,757.5172089
10.96223245,8.699909251,10.51828712,522.9452487,366.0969618,367.2674428,229.7,5.482683254,4.375430388,5.255662605,251.5873812,202.9452459,232.5232728,9.90302427,7.508916235,9.505825575,5.029118703,3.986168825,4.666635827,3311.964176,2084.143001,1644.733158,1575.011778,1013.623961,757.7553599
10.96218002,8.697114012,10.51765098,523.0826158,366.2173106,367.3774925,229.75,5.482659626,4.374074733,5.255338138,251.6208629,203.0126245,232.59012,9.901210732,7.504091923,9.503251508,5.028236576,3.984136938,4.66520404,3313.930025,2084.508884,1645.484115,1575.843064,1013.777997,757.9922714
10.96212758,8.694319645,10.51701489,523.2191998,366.3371283,367.4870072,229.8,5.482635999,4.372719495,5.255013693,251.6540001,203.079677,232.6566242,9.899397023,7.499269451,9.500677327,5.027354377,3.982105733,4.663772309,3315.890802,2084.872063,1646.232765,1576.671839,1013.930726,758.2279455
10.96207516,8.691526149,10.51637885,523.3550024,366.4564158,367.5959882,229.85,5.482612374,4.371364675,5.254689271,251.6867938,203.1464041,232.7227859,9.897583143,7.494448825,9.498103035,5.026472109,3.980075213,4.662340636,3317.846514,2085.232547,1646.979111,1577.498107,1014.082153,758.4623849
10.96202273,8.688733524,10.51574285,523.4900253,366.5751744,367.7044366,229.9,5.482588749,4.370010271,5.254364873,251.7192452,203.2128063,232.7886061,9.895769095,7.48963005,9.495528636,5.025589772,3.978045378,4.660909022,3319.797165,2085.590344,1647.723158,1578.321871,1014.232282,758.6955919
10.96197031,8.685941772,10.51510689,523.6242704,366.6934052,367.8123536,229.95,5.482565125,4.368656284,5.254040498,251.7513551,203.2788843,232.8540854,9.893954881,7.484813131,9.492954132,5.024707368,3.976016231,4.65947747,3321.742759,2085.94546,1648.46491,1579.143133,1014.381117,758.9275688
10.96191789,8.683150892,10.51447098,523.7577395,366.8111094,367.9197405,230,5.482541502,4.367302714,5.253716146,251.7831246,203.3446387,232.9192247,9.892140503,7.479998072,9.490379528,5.023824898,3.973987773,4.658045983,3323.683303,2086.297904,1649.204371,1579.961897,1014.528662,759.1583182
10.96186548,8.680360885,10.51383512,523.8904342,366.928288,368.0265984,230.05,5.48251788,4.365949561,5.253391817,251.8145546,203.41007,232.9840248,9.890325962,7.475184878,9.487804826,5.022942364,3.971960006,4.656614561,3325.618799,2086.647684,1649.941544,1580.778167,1014.674921,759.3878424
10.96181307,8.67757175,10.5131993,524.0223564,367.0449423,368.1329285,230.1,5.482494259,4.364596825,5.253067511,251.8456463,203.4751789,233.0484863,9.88851126,7.470373555,9.485230031,5.022059766,3.96993293,4.655183208,3327.549254,2086.994807,1650.676434,1581.591944,1014.819897,759.6161439
10.96176066,8.674783489,10.51256353,524.1535078,367.1610734,368.238732,230.15,5.482470639,4.363244507,5.252743229,251.8764004,203.5399659,233.11261,9.886696398,7.465564107,9.482655145,5.021177107,3.967906549,4.653751925,3329.474673,2087.33928,1651.409046,1582.403232,1014.963595,759.843225
10.96170826,8.6719961,10.51192781,524.2838902,367.2766823,368.34401,230.2,5.48244702,4.361892605,5.252418971,251.9068182,203.6044318,233.1763968,9.88488138,7.460756539,9.480080171,5.020294387,3.965880862,4.652320715,3331.39506,2087.681112,1652.139382,1583.212034,1015.106018,760.0690881
10.96165586,8.669209585,10.51129213,524.4135054,367.3917703,368.4487639,230.25,5.482423402,4.360541121,5.252094736,251.9369005,203.668577,233.2398473,9.883066206,7.455950856,9.477505113,5.019411607,3.963855873,4.650889579,3333.310419,2088.020311,1652.867448,1584.018354,1015.247171,760.2937356
10.96160346,8.666423943,10.51065649,524.542355,367.5063385,368.5529947,230.3,5.482399785,4.359190054,5.251770524,251.9666483,203.7324022,233.3029623,9.881250879,7.451147062,9.474929975,5.018528769,3.961831581,4.649458521,3335.220757,2088.356883,1653.593247,1584.822194,1015.387058,760.5171699
10.96155107,8.663639175,10.51002091,524.6704409,367.620388,368.6567036,230.35,5.482376168,4.357839404,5.251446336,251.9960627,203.7959081,233.3657427,9.8794354,7.446345163,9.472354759,5.017645875,3.95980799,4.648027541,3337.126077,2088.690836,1654.316783,1585.623557,1015.525681,760.7393934
10.96149868,8.660855281,10.50938536,524.7977648,367.7339199,368.7598918,230.4,5.482352553,4.356489171,5.251122171,252.0251445,203.8590951,233.4281891,9.87761977,7.441545163,9.469779469,5.016762925,3.9577851,4.646596642,3339.026385,2089.022178,1655.038061,1586.422446,1015.663045,760.9604085
10.96144629,8.658072262,10.50874987,524.9243283,367.8469353,368.8625605,230.45,5.482328939,4.355139356,5.25079803,252.0538949,203.9219638,233.4903022,9.875803992,7.436747067,9.467204108,5.01587992,3.955762913,4.645165826,3340.921686,2089.350916,1655.757084,1587.218865,1015.799155,761.1802175
10.96139391,8.655290116,10.50811442,525.0501334,367.9594354,368.9647108,230.5,5.482305326,4.353789958,5.250473913,252.0823147,203.984515,233.5520829,9.873988068,7.43195088,9.46462868,5.014996863,3.95374143,4.643735096,3342.811984,2089.677058,1656.473857,1588.012816,1015.934013,761.3988228
10.96134153,8.652508846,10.50747902,525.1751816,368.0714213,369.0663439,230.55,5.482281713,4.352440978,5.250149819,252.1104049,204.0467491,233.6135319,9.872171999,7.427156606,9.462053187,5.014113754,3.951720654,4.642304453,3344.697284,2090.000612,1657.188383,1588.804303,1016.067623,761.6162269
10.96128916,8.64972845,10.50684366,525.2994748,368.1828942,369.167461,230.6,5.482258102,4.351092415,5.249825749,252.1381665,204.1086669,233.67465,9.870355788,7.42236425,9.459477633,5.013230594,3.949700584,4.640873899,3346.577592,2090.321585,1657.900666,1589.593328,1016.19999,761.832432
10.96123679,8.646948929,10.50620835,525.4230146,368.293855,369.2680633,230.65,5.482234492,4.349744269,5.249501703,252.1656005,204.1702688,233.7354378,9.868539435,7.417573816,9.456902021,5.012347385,3.947681224,4.639443436,3348.452911,2090.639984,1658.610711,1590.379895,1016.331117,762.0474405
10.96118442,8.644170284,10.50557309,525.5458028,368.404305,369.3681518,230.7,5.482210882,4.348396542,5.249177681,252.1927078,204.2315554,233.7958962,9.866722942,7.412785311,9.454326355,5.011464128,3.945662574,4.638013067,3350.323247,2090.955816,1659.318521,1591.164007,1016.461008,762.2612548
10.96113206,8.641392514,10.50493787,525.6678411,368.5142452,369.4677278,230.75,5.482187274,4.347049231,5.248853682,252.2194894,204.2925274,233.8560258,9.864906312,7.407998737,9.451750637,5.010580824,3.943644636,4.636582793,3352.188605,2091.26909,1660.024101,1591.945666,1016.589666,762.4738773
10.9610797,8.63861562,10.5043027,525.7891311,368.6236767,369.5667924,230.8,5.482163667,4.345702338,5.248529708,252.2459463,204.3531854,233.9158275,9.863089546,7.403214099,9.449174871,5.009697474,3.941627412,4.635152617,3354.048989,2091.579812,1660.727454,1592.724876,1016.717096,762.6853103
10.96102734,8.635839601,10.50366758,525.9096748,368.7326008,369.6653468,230.85,5.48214006,4.344355863,5.248205757,252.2720794,204.4135299,233.975302,9.861272646,7.398431403,9.44659906,5.008814081,3.939610902,4.633722541,3355.904405,2091.887991,1661.428585,1593.501639,1016.843302,762.8955561
10.96097499,8.633064459,10.5030325,526.0294736,368.8410184,369.7633921,230.9,5.482116455,4.343009805,5.24788183,252.2978897,204.4735615,234.0344499,9.859455613,7.393650653,9.444023207,5.007930644,3.937595109,4.632292566,3357.754857,2092.193633,1662.127497,1594.27596,1016.968286,763.1046171
10.96092264,8.630290192,10.50239747,526.1485294,368.9489306,369.8609295,230.95,5.482092851,4.341664165,5.247557928,252.3233781,204.5332809,234.0932721,9.85763845,7.388871853,9.441447316,5.007047165,3.935580034,4.630862694,3359.60035,2092.496745,1662.824194,1595.04784,1017.092053,763.3124957
10.96087029,8.627516803,10.50176249,526.2668438,369.0563386,369.95796,231,5.482069247,4.340318943,5.247234049,252.3485456,204.5926885,234.1517693,9.855821158,7.384095008,9.438871389,5.006163645,3.933565678,4.629432929,3361.44089,2092.797335,1663.518681,1595.817283,1017.214607,763.5191942
10.96081795,8.62474429,10.50112755,526.3844186,369.1632435,370.054485,231.05,5.482045645,4.338974139,5.246910195,252.3733931,204.6517851,234.2099422,9.854003739,7.379320122,9.436295431,5.005280086,3.931552042,4.628003271,3363.276479,2093.095411,1664.210961,1596.584292,1017.33595,763.7247149
10.96076562,8.621972653,10.50049266,526.5012554,369.2696464,370.1505054,231.1,5.482022044,4.337629752,5.246586365,252.3979216,204.7105712,234.2677916,9.852186194,7.374547201,9.433719443,5.004396489,3.929539129,4.626573723,3365.107125,2093.390979,1664.901038,1597.34887,1017.456088,763.9290602
10.96071328,8.619201894,10.49985782,526.6173559,369.3755483,370.2460225,231.15,5.481998444,4.336285783,5.246262558,252.422132,204.7690473,234.3253182,9.850368525,7.369776248,9.431143429,5.003512855,3.92752694,4.625144286,3366.932831,2093.684047,1665.588916,1598.111019,1017.575023,764.1322324
10.96066095,8.616432012,10.49922302,526.7327219,369.4809504,370.3410374,231.2,5.481974845,4.334942231,5.245938777,252.4460253,204.827214,234.3825226,9.848550734,7.365007267,9.428567392,5.002629184,3.925515475,4.623714964,3368.753602,2093.974621,1666.2746,1598.870744,1017.692759,764.3342338
10.96060863,8.613663007,10.49858827,526.8473549,369.5858536,370.4355511,231.25,5.481951246,4.333599098,5.245615019,252.4696023,204.885072,234.4394058,9.846732823,7.360240264,9.425991336,5.00174548,3.923504738,4.622285757,3370.569443,2094.262711,1666.958092,1599.628047,1017.809301,764.5350667
10.96055631,8.61089488,10.49795357,526.9612567,369.6902593,370.5295649,231.3,5.481927649,4.332256382,5.245291286,252.4928641,204.9426219,234.4959682,9.844914794,7.355475243,9.423415263,5.000861742,3.921494728,4.620856667,3372.380359,2094.548321,1667.639398,1600.382931,1017.924651,764.7347335
10.96050399,8.60812763,10.49731892,527.074429,369.7941683,370.6230799,231.35,5.481904053,4.330914085,5.244967577,252.5158116,204.9998641,234.5522108,9.843096647,7.350712209,9.420839177,4.999977971,3.919485447,4.619427698,3374.186355,2094.83146,1668.31852,1601.135399,1018.038813,764.9332365
10.96045167,8.605361259,10.49668431,527.1868734,369.8975818,370.7160972,231.4,5.481880458,4.329572205,5.244643892,252.5384457,205.0567993,234.6081343,9.841278386,7.345951165,9.418263081,4.99909417,3.917476897,4.61799885,3375.987436,2095.112135,1668.995463,1601.885454,1018.151791,765.130578
10.96039936,8.602595765,10.49604975,527.2985916,370.0005009,370.808618,231.45,5.481856864,4.328230743,5.244320232,252.5607673,205.1134281,234.6637393,9.83946001,7.341192116,9.415686977,4.998210338,3.91546908,4.616570125,3377.783606,2095.390353,1669.670231,1602.633099,1018.263589,765.3267604
10.96034706,8.59983115,10.49541524,527.4095853,370.1029266,370.9006433,231.5,5.481833271,4.326889699,5.243996596,252.5827773,205.169751,234.7190265,9.837641523,7.336435066,9.41311087,4.997326478,3.913461996,4.615141526,3379.57487,2095.66612,1670.342827,1603.378337,1018.37421,765.5217858
10.96029475,8.597067413,10.49478078,527.5198561,370.2048601,370.9921742,231.55,5.48180968,4.325549073,5.243672985,252.6044767,205.2257687,234.7739968,9.835822926,7.33168002,9.410534761,4.996442591,3.911455647,4.613713055,3381.361234,2095.939445,1671.013256,1604.121171,1018.483658,765.7156567
10.96024245,8.594304555,10.49414636,527.6294058,370.3063023,371.083212,231.6,5.481786089,4.324208865,5.243349398,252.6258664,205.2814816,234.8286508,9.83400422,7.326926982,9.407958655,4.995558677,3.909450034,4.612284713,3383.142701,2096.210334,1671.681521,1604.861605,1018.591936,765.9083753
10.96019016,8.591542576,10.49351199,527.7382358,370.4072544,371.1737577,231.65,5.481762499,4.322869075,5.243025836,252.6469474,205.3368905,234.8829892,9.832185408,7.322175957,9.405382554,4.994674738,3.90744516,4.610856503,3384.919277,2096.478794,1672.347627,1605.599641,1018.699048,766.099944
10.96013787,8.588781476,10.49287767,527.846348,370.5077175,371.2638124,231.7,5.481738911,4.321529703,5.242702298,252.6677205,205.3919957,234.9370127,9.83036649,7.317426948,9.402806461,4.993790775,3.905441024,4.609428426,3386.690967,2096.744833,1673.011576,1606.335281,1018.804998,766.290365
10.96008558,8.586021254,10.4922434,527.953744,370.6076926,371.3533772,231.75,5.481715323,4.320190749,5.242378785,252.6881866,205.4467981,234.9907222,9.82854747,7.312679961,9.400230379,4.992906789,3.903437629,4.608000484,3388.457775,2097.008456,1673.673373,1607.06853,1018.909789,766.4796406
10.9600333,8.583261912,10.49160917,528.0604253,370.7071808,371.4424533,231.8,5.481691736,4.318852213,5.242055297,252.7083467,205.501298,235.0441182,9.826728347,7.307934999,9.397654311,4.992022782,3.901434976,4.60657268,3390.219706,2097.269672,1674.333022,1607.799391,1019.013425,766.6677731
10.95998102,8.58050345,10.49097499,528.1663937,370.8061831,371.5310418,231.85,5.481668151,4.317514095,5.241731834,252.7282016,205.5554961,235.0972015,9.824909124,7.303192066,9.395078261,4.991138754,3.899433066,4.605145014,3391.976765,2097.528487,1674.990527,1608.527865,1019.115909,766.8547648
10.95992875,8.577745867,10.49034086,528.2716508,370.9047006,371.6191437,231.9,5.481644567,4.316176396,5.241408395,252.7477523,205.6093929,235.1499728,9.823089803,7.298451167,9.392502232,4.990254706,3.897431901,4.60371749,3393.728957,2097.784909,1675.645891,1609.253957,1019.217245,767.040618
10.95987647,8.574989164,10.48970678,528.3761982,371.0027343,371.7067601,231.95,5.481620984,4.314839114,5.241084981,252.7669997,205.6629891,235.2024328,9.821270385,7.293712306,9.389926225,4.989370641,3.895431482,4.602290109,3395.476286,2098.038943,1676.299119,1609.977669,1019.317436,767.2253349
10.95982421,8.57223334,10.48907275,528.4800376,371.1002854,371.7938923,232,5.481597401,4.313502251,5.240761592,252.7859447,205.7162852,235.2545822,9.819450871,7.288975487,9.387350245,4.988486558,3.89343181,4.600862873,3397.218758,2098.290598,1676.950214,1610.699004,1019.416487,767.4089179
10.95977194,8.569478397,10.48843876,528.5831706,371.1973549,371.8805412,232.05,5.48157382,4.312165806,5.240438228,252.8045882,205.7692817,235.3064218,9.817631265,7.284240715,9.384774295,4.98760246,3.891432887,4.599435783,3398.956377,2098.53988,1677.599179,1611.417966,1019.514399,767.5913692
10.95971969,8.566724334,10.48780482,528.6855988,371.2939438,371.966708,232.1,5.48155024,4.310829779,5.240114888,252.8229311,205.8219792,235.3579522,9.815811566,7.279507993,9.382198377,4.986718347,3.889434714,4.598008842,3400.689148,2098.786795,1678.24602,1612.134556,1019.611178,767.772691
10.95966743,8.563971152,10.48717093,528.7873239,371.3900532,372.0523937,232.15,5.481526661,4.30949417,5.239791574,252.8409742,205.8743784,235.4091741,9.813991777,7.274777326,9.379622494,4.98583422,3.887437292,4.596582052,3402.417076,2099.031351,1678.890739,1612.848779,1019.706826,767.9528857
10.95961518,8.56121885,10.48653709,528.8883474,371.4856841,372.1375995,232.2,5.481503084,4.308158979,5.239468284,252.8587185,205.9264797,235.4600883,9.8121719,7.270048717,9.37704665,4.984950081,3.885440623,4.595155414,3404.140165,2099.273555,1679.53334,1613.560638,1019.801347,768.1319555
10.95956293,8.558467429,10.48590329,528.988671,371.5808376,372.2223264,232.25,5.481479507,4.306824207,5.23914502,252.8761648,205.9782838,235.5106954,9.810351936,7.265322172,9.374470847,4.98406593,3.883444708,4.593728931,3405.858421,2099.513413,1680.173828,1614.270134,1019.894744,768.3099027
10.95951069,8.555716888,10.48526955,529.0882963,371.6755147,372.3065755,232.3,5.481455931,4.305489852,5.238821781,252.8933141,206.0297911,235.5609962,9.808531886,7.260597694,9.371895088,4.983181769,3.881449548,4.592302604,3407.571848,2099.750932,1680.812205,1614.977272,1019.987021,768.4867294
10.95945845,8.552967229,10.48463585,529.1872249,371.7697164,372.3903479,232.35,5.481432357,4.304155916,5.238498566,252.9101673,206.0810023,235.6109913,9.806711753,7.255875286,9.369319377,4.982297599,3.879455146,4.590876435,3409.280451,2099.986119,1681.448476,1615.682054,1020.078182,768.6624381
10.95940622,8.550218451,10.4840022,529.2854584,371.8634439,372.4736448,232.4,5.481408784,4.302822399,5.238175377,252.9267251,206.1319179,235.6606814,9.804891537,7.251154954,9.366743716,4.981413421,3.877461501,4.589450425,3410.984235,2100.218981,1682.082645,1616.384483,1020.168229,768.8370308
10.95935399,8.547470554,10.4833686,529.3829984,371.9566981,372.5564671,232.45,5.481385211,4.301489299,5.237852213,252.9429886,206.1825386,235.7100673,9.803071241,7.246436701,9.364168108,4.980529236,3.875468615,4.588024578,3412.683204,2100.449525,1682.714715,1617.084562,1020.257167,769.01051
10.95930176,8.544723539,10.48273505,529.4798466,372.0494801,372.638816,232.5,5.48136164,4.300156618,5.237529074,252.9589585,206.2328647,235.7591496,9.801250866,7.241720532,9.361592556,4.979645045,3.87347649,4.586598894,3414.377364,2100.677757,1683.344691,1617.782295,1020.344998,769.1828777
10.95924954,8.541977405,10.48210155,529.5760044,372.141791,372.7206925,232.55,5.48133807,4.298824355,5.237205961,252.9746358,206.282897,235.807929,9.799430414,7.237006449,9.359017062,4.97876085,3.871485127,4.585173376,3416.066719,2100.903683,1683.972575,1618.477683,1020.431726,769.3541363
10.95919732,8.539232153,10.48146809,529.6714736,372.2336317,372.8020977,232.6,5.481314502,4.297492511,5.236882872,252.9900213,206.332636,235.8564062,9.797609886,7.232294458,9.356441631,4.977876651,3.869494527,4.583748025,3417.751273,2101.127311,1684.598371,1619.170731,1020.517355,769.524288
10.95914511,8.536487782,10.48083469,529.7662557,372.3250032,372.8830327,232.65,5.481290934,4.296161084,5.236559809,253.0051159,206.3820822,235.9045819,9.795789284,7.227584562,9.353866265,4.976992449,3.867504691,4.582322843,3419.431033,2101.348648,1685.222084,1619.861441,1020.601888,769.693335
10.9590929,8.533744294,10.48020133,529.8603523,372.4159067,372.9634985,232.7,5.481267367,4.294830076,5.236236771,253.0199205,206.4312362,235.9524568,9.79396861,7.222876765,9.351290966,4.976108246,3.865515621,4.580897832,3421.106002,2101.5677,1685.843717,1620.549817,1020.685328,769.8612796
10.95904069,8.531001688,10.47956802,529.953765,372.5063431,373.0434962,232.75,5.481243802,4.293499487,5.235913759,253.0344359,206.4800985,236.0000316,9.792147864,7.218171072,9.348715738,4.975224043,3.863527318,4.579472994,3422.776185,2101.784473,1686.463274,1621.23586,1020.767678,770.0281239
10.95898849,8.528259964,10.47893476,530.0464953,372.5963135,373.123027,232.8,5.481220238,4.292169316,5.235590772,253.048663,206.5286697,236.047307,9.79032705,7.213467485,9.346140583,4.974339841,3.861539784,4.578048331,3424.441587,2101.998974,1687.080758,1621.919575,1020.848943,770.1938703
10.95893629,8.525519122,10.47830155,530.1385448,372.6858188,373.2020917,232.85,5.481196674,4.290839563,5.235267811,253.0626026,206.5769504,236.0942835,9.788506167,7.20876601,9.343565504,4.973455641,3.859553019,4.576623843,3426.102213,2102.21121,1687.696174,1622.600963,1020.929125,770.3585208
10.9588841,8.522779163,10.47766839,530.2299152,372.7748602,373.2806916,232.9,5.481173112,4.289510228,5.234944875,253.0762557,206.6249411,236.140962,9.786685218,7.204066649,9.340990505,4.972571443,3.857567024,4.575199535,3427.758067,2102.421188,1688.309524,1623.280029,1021.008228,770.5220778
10.95883191,8.520040087,10.47703527,530.3206079,372.8634386,373.3588277,232.95,5.481149552,4.288181312,5.234621964,253.0896231,206.6726424,236.1873432,9.784864205,7.199369407,9.338415588,4.97168725,3.855581802,4.573775406,3429.409155,2102.628914,1688.920813,1623.956774,1021.086255,770.6845435
10.95877973,8.517301894,10.47640221,530.4106246,372.951555,373.4365009,233,5.481125992,4.286852814,5.234299079,253.1027056,206.7200548,236.2334276,9.783043129,7.194674288,9.335840755,4.970803062,3.853597353,4.572351459,3431.055481,2102.834394,1689.530045,1624.631203,1021.163209,770.84592
10.95872755,8.514564583,10.47576919,530.4999668,373.0392105,373.5137124,233.05,5.481102433,4.285524735,5.23397622,253.1155041,206.7671789,236.2792159,9.781221991,7.189981295,9.33326601,4.96991888,3.851613679,4.570927695,3432.69705,2103.037635,1690.137222,1625.303318,1021.239094,771.0062096
10.95867537,8.511828155,10.47513623,530.5886361,373.1264061,373.5904633,233.1,5.481078876,4.284197074,5.233653386,253.1280194,206.8140152,236.3247089,9.779400793,7.185290433,9.330691356,4.969034705,3.84963078,4.569504117,3434.333866,2103.238644,1690.74235,1625.973121,1021.313913,771.1654145
10.9586232,8.509092611,10.47450331,530.6766341,373.2131427,373.6667545,233.15,5.48105532,4.282869831,5.233330577,253.1402524,206.8605643,236.3699073,9.777579537,7.180601705,9.328116795,4.968150539,3.847648658,4.568080726,3435.965935,2103.437426,1691.34543,1626.640617,1021.38767,771.3235369
10.95857103,8.50635795,10.47387044,530.7639622,373.2994215,373.7425872,233.2,5.481031765,4.281543007,5.233007795,253.152204,206.9068267,236.4148116,9.775758224,7.175915114,9.32554233,4.967266382,3.845667315,4.566657524,3437.593261,2103.63399,1691.946468,1627.305807,1021.460367,771.4805789
10.95851887,8.503624172,10.47323763,530.850622,373.3852433,373.8179624,233.25,5.481008211,4.280216601,5.232685038,253.1638749,206.952803,236.4594226,9.773936856,7.171230666,9.322967964,4.966382235,3.843686751,4.565234513,3439.215849,2103.82834,1692.545467,1627.968695,1021.532008,771.6365429
10.95846671,8.500891278,10.47260486,530.9366152,373.4706092,373.892881,233.3,5.480984658,4.278890614,5.232362307,253.1752661,206.9984937,236.5037409,9.772115434,7.166548363,9.3203937,4.9654981,3.841706967,4.563811694,3440.833704,2104.020484,1693.142429,1628.629284,1021.602597,771.7914309
