time_total,Glucose_max,Glucose_min,Glucose_opt,Insulin_max,Insulin_min,Insulin_opt
184.69,8.969744943,6.609777837,7.936924179,1.402338031,1.402338031,1.822954008
184.7,8.969331603,6.608856753,7.936287429,1.402222413,1.402222413,1.822801149
184.71,8.968918286,6.607935873,7.935650751,1.402106762,1.402106762,1.822648271
184.72,8.968504995,6.607015197,7.935014143,1.401991078,1.401991078,1.822495374
184.73,8.968091727,6.606094726,7.934377605,1.401875361,1.401875361,1.822342458
184.74,8.967678485,6.605174459,7.933741138,1.40175961,1.40175961,1.822189523
184.75,8.967265267,6.604254396,7.933104742,1.401643826,1.401643826,1.822036569
184.76,8.966852073,6.603334538,7.932468416,1.401528009,1.401528009,1.821883595
184.77,8.966438904,6.602414884,7.93183216,1.401412159,1.401412159,1.821730603
184.78,8.966025759,6.601495434,7.931195975,1.401296276,1.401296276,1.821577592
184.79,8.965612639,6.600576188,7.93055986,1.40118036,1.40118036,1.821424562
184.8,8.965199543,6.599657146,7.929923816,1.401064412,1.401064412,1.821271513
184.81,8.964786472,6.598738308,7.929287843,1.40094843,1.40094843,1.821118445
184.82,8.964373426,6.597819675,7.92865194,1.400832415,1.400832415,1.820965359
184.83,8.963960403,6.596901245,7.928016107,1.400716368,1.400716368,1.820812253
184.84,8.963547406,6.59598302,7.927380345,1.400600288,1.400600288,1.820659129
184.85,8.963134432,6.595064998,7.926744653,1.400484175,1.400484175,1.820505986
184.86,8.962721483,6.594147181,7.926109031,1.400368029,1.400368029,1.820352825
184.87,8.962308559,6.593229567,7.92547348,1.400251851,1.400251851,1.820199645
184.88,8.961895659,6.592312158,7.924837999,1.400135641,1.400135641,1.820046446
184.89,8.961482783,6.591394952,7.924202589,1.400019397,1.400019397,1.819893229
184.9,8.961069932,6.590477951,7.923567249,1.399903122,1.399903122,1.819739993
184.91,8.960657106,6.589561153,7.92293198,1.399786814,1.399786814,1.819586739
184.92,8.960244303,6.588644559,7.92229678,1.399670473,1.399670473,1.819433467
184.93,8.959831526,6.587728168,7.921661652,1.3995541,1.3995541,1.819280176
184.94,8.959418772,6.586811982,7.921026593,1.399437695,1.399437695,1.819126866
184.95,8.959006043,6.585895999,7.920391605,1.399321258,1.399321258,1.818973539
184.96,8.958593338,6.584980221,7.919756687,1.399204788,1.399204788,1.818820193
184.97,8.958180658,6.584064645,7.919121839,1.399088286,1.399088286,1.818666828
184.98,8.957768002,6.583149274,7.918487062,1.398971752,1.398971752,1.818513446
184.99,8.957355371,6.582234106,7.917852355,1.398855186,1.398855186,1.818360045
185,8.956942763,6.581319142,7.917217718,1.398738588,1.398738588,1.818206626
185.01,8.956530181,6.580404382,7.916583152,1.398621958,1.398621958,1.818053189
185.02,8.956117622,6.579489825,7.915948655,1.398505296,1.398505296,1.817899734
185.03,8.955705088,6.578575471,7.915314229,1.398388602,1.398388602,1.817746261
185.04,8.955292578,6.577661321,7.914679874,1.398271876,1.398271876,1.81759277
185.05,8.954880093,6.576747375,7.914045588,1.398155119,1.398155119,1.817439261
185.06,8.954467632,6.575833632,7.913411373,1.398038329,1.398038329,1.817285734
185.07,8.954055195,6.574920093,7.912777228,1.397921508,1.397921508,1.817132188
185.08,8.953642783,6.574006757,7.912143153,1.397804655,1.397804655,1.816978626
185.09,8.953230395,6.573093624,7.911509148,1.397687771,1.397687771,1.816825045
185.1,8.952818031,6.572180695,7.910875213,1.397570855,1.397570855,1.816671446
185.11,8.952405691,6.57126797,7.910241349,1.397453907,1.397453907,1.81651783
185.12,8.951993376,6.570355447,7.909607555,1.397336928,1.397336928,1.816364196
185.13,8.951581085,6.569443128,7.908973831,1.397219918,1.397219918,1.816210544
185.14,8.951168818,6.568531012,7.908340177,1.397102876,1.397102876,1.816056875
185.15,8.950756576,6.5676191,7.907706593,1.396985802,1.396985802,1.815903188
185.16,8.950344358,6.566707391,7.907073079,1.396868698,1.396868698,1.815749483
185.17,8.949932164,6.565795885,7.906439635,1.396751562,1.396751562,1.815595761
185.18,8.949519995,6.564884582,7.905806262,1.396634394,1.396634394,1.815442021
185.19,8.949107849,6.563973482,7.905172958,1.396517196,1.396517196,1.815288263
185.2,8.948695728,6.563062585,7.904539725,1.396399966,1.396399966,1.815134489
185.21,8.948283631,6.562151892,7.903906562,1.396282706,1.396282706,1.814980696
185.22,8.947871559,6.561241401,7.903273468,1.396165414,1.396165414,1.814826887
185.23,8.947459511,6.560331114,7.902640445,1.396048091,1.396048091,1.81467306
185.24,8.947047486,6.55942103,7.902007492,1.395930737,1.395930737,1.814519216
185.25,8.946635487,6.558511148,7.901374609,1.395813352,1.395813352,1.814365354
185.26,8.946223511,6.55760147,7.900741796,1.395695937,1.395695937,1.814211475
185.27,8.945811559,6.556691995,7.900109053,1.39557849,1.39557849,1.814057579
185.28,8.945399632,6.555782722,7.899476379,1.395461013,1.395461013,1.813903666
185.29,8.944987729,6.554873653,7.898843776,1.395343505,1.395343505,1.813749735
185.3,8.94457585,6.553964786,7.898211243,1.395225966,1.395225966,1.813595788
185.31,8.944163995,6.553056122,7.89757878,1.395108396,1.395108396,1.813441823
185.32,8.943752165,6.552147661,7.896946387,1.394990796,1.394990796,1.813287841
185.33,8.943340358,6.551239403,7.896314063,1.394873165,1.394873165,1.813133843
185.34,8.942928576,6.550331348,7.89568181,1.394755504,1.394755504,1.812979827
185.35,8.942516818,6.549423495,7.895049627,1.394637812,1.394637812,1.812825794
185.36,8.942105084,6.548515845,7.894417513,1.39452009,1.39452009,1.812671745
185.37,8.941693375,6.547608398,7.893785469,1.394402337,1.394402337,1.812517678
185.38,8.941281689,6.546701153,7.893153496,1.394284554,1.394284554,1.812363595
185.39,8.940870028,6.545794111,7.892521592,1.39416674,1.39416674,1.812209495
185.4,8.94045839,6.544887272,7.891889758,1.394048896,1.394048896,1.812055378
185.41,8.940046777,6.543980635,7.891257994,1.393931022,1.393931022,1.811901244
185.42,8.939635188,6.543074201,7.8906263,1.393813118,1.393813118,1.811747094
185.43,8.939223623,6.542167969,7.889994675,1.393695184,1.393695184,1.811592926
185.44,8.938812082,6.54126194,7.889363121,1.393577219,1.393577219,1.811438743
185.45,8.938400565,6.540356114,7.888731636,1.393459224,1.393459224,1.811284542
185.46,8.937989073,6.53945049,7.888100221,1.3933412,1.3933412,1.811130325
185.47,8.937577604,6.538545068,7.887468876,1.393223145,1.393223145,1.810976092
185.48,8.93716616,6.537639848,7.886837601,1.39310506,1.39310506,1.810821842
185.49,8.936754739,6.536734831,7.886206395,1.392986946,1.392986946,1.810667575
185.5,8.936343343,6.535830017,7.88557526,1.392868801,1.392868801,1.810513292
185.51,8.935931971,6.534925404,7.884944194,1.392750627,1.392750627,1.810358993
185.52,8.935520623,6.534020994,7.884313198,1.392632423,1.392632423,1.810204677
185.53,8.935109298,6.533116787,7.883682271,1.392514189,1.392514189,1.810050345
185.54,8.934697998,6.532212781,7.883051414,1.392395925,1.392395925,1.809895996
185.55,8.934286722,6.531308978,7.882420627,1.392277632,1.392277632,1.809741631
185.56,8.93387547,6.530405377,7.88178991,1.392159309,1.392159309,1.80958725
185.57,8.933464242,6.529501978,7.881159263,1.392040957,1.392040957,1.809432853
185.58,8.933053038,6.528598781,7.880528685,1.391922575,1.391922575,1.80927844
185.59,8.932641858,6.527695786,7.879898177,1.391804163,1.391804163,1.80912401
185.6,8.932230703,6.526792994,7.879267738,1.391685722,1.391685722,1.808969564
185.61,8.931819571,6.525890403,7.87863737,1.391567252,1.391567252,1.808815102
185.62,8.931408463,6.524988014,7.87800707,1.391448752,1.391448752,1.808660624
185.63,8.930997379,6.524085828,7.877376841,1.391330223,1.391330223,1.80850613
185.64,8.930586319,6.523183843,7.876746681,1.391211665,1.391211665,1.808351621
185.65,8.930175283,6.522282061,7.876116591,1.391093077,1.391093077,1.808197095
185.66,8.929764271,6.52138048,7.87548657,1.390974461,1.390974461,1.808042553
185.67,8.929353283,6.520479101,7.874856619,1.390855815,1.390855815,1.807887995
185.68,8.928942319,6.519577924,7.874226738,1.39073714,1.39073714,1.807733421
185.69,8.928531379,6.518676949,7.873596926,1.390618436,1.390618436,1.807578832
185.7,8.928120463,6.517776176,7.872967184,1.390499702,1.390499702,1.807424227
185.71,8.927709571,6.516875604,7.872337511,1.39038094,1.39038094,1.807269606
185.72,8.927298703,6.515975235,7.871707908,1.390262149,1.390262149,1.807114969
185.73,8.926887858,6.515075067,7.871078375,1.390143329,1.390143329,1.806960317
185.74,8.926477038,6.5141751,7.870448911,1.39002448,1.39002448,1.806805648
185.75,8.926066242,6.513275336,7.869819516,1.389905602,1.389905602,1.806650965
185.76,8.925655469,6.512375773,7.869190192,1.389786696,1.389786696,1.806496265
185.77,8.925244721,6.511476411,7.868560936,1.389667761,1.389667761,1.80634155
185.78,8.924833996,6.510577251,7.86793175,1.389548797,1.389548797,1.80618682
185.79,8.924423295,6.509678293,7.867302634,1.389429804,1.389429804,1.806032074
185.8,8.924012618,6.508779536,7.866673587,1.389310783,1.389310783,1.805877312
185.81,8.923601965,6.507880981,7.86604461,1.389191733,1.389191733,1.805722535
185.82,8.923191336,6.506982628,7.865415702,1.389072655,1.389072655,1.805567743
